city,month,year,decibel_level,traffic_density,green_space_area,air_quality_index,happiness_score,cost_of_living_index,healthcare_index,date,period
London,December,2019,57,High,15.0,129.0,5.48,97,98.0,2019-12-01,2019-12
Stockholm,December,2019,70,Low,78.0,121.0,7.24,123,67.0,2019-12-01,2019-12
Prague,December,2019,57,High,35.0,141.0,8.15,121,74.0,2019-12-01,2019-12
Lisbon,January,2020,81,Medium,83.0,144.0,8.11,68,71.0,2020-01-01,2020-01
Auckland,January,2020,63,Medium,64.0,120.0,8.62,52,70.0,2020-01-01,2020-01
Prague,January,2020,78,High,37.0,80.0,7.61,69,89.0,2020-01-01,2020-01
Auckland,January,2020,76,Medium,71.0,84.0,7.83,106,65.0,2020-01-01,2020-01
Sydney,January,2020,55,Low,52.0,101.0,8.58,124,74.0,2020-01-01,2020-01
London,January,2020,49,Very High,30.0,96.0,8.98,53,95.0,2020-01-01,2020-01
Paris,January,2020,53,Very High,45.0,147.0,5.99,78,97.0,2020-01-01,2020-01
Copenhagen,January,2020,65,High,47.0,55.0,9.75,64,93.0,2020-01-01,2020-01
New York,January,2020,85,Very High,70.0,129.0,7.81,113,77.0,2020-01-01,2020-01
Warsaw,January,2020,45,Medium,81.0,132.0,10.0,85,88.0,2020-01-01,2020-01
Helsinki,January,2020,60,Low,39.0,133.0,6.86,72,84.0,2020-01-01,2020-01
Copenhagen,January,2020,50,Low,72.0,37.0,10.0,88,86.0,2020-01-01,2020-01
Oslo,January,2020,70,Low,64.0,61.0,9.15,106,61.0,2020-01-01,2020-01
Melbourne,January,2020,55,Low,79.0,63.0,8.88,91,85.0,2020-01-01,2020-01
Rome,January,2020,64,Medium,44.0,123.0,7.74,118,83.0,2020-01-01,2020-01
San Francisco,January,2020,74,High,82.0,89.0,10.0,123,82.0,2020-01-01,2020-01
Toronto,January,2020,45,Very High,78.0,62.0,10.0,114,91.0,2020-01-01,2020-01
Stockholm,January,2020,80,Medium,70.0,40.0,10.0,58,89.0,2020-01-01,2020-01
Zurich,January,2020,84,High,31.0,84.0,7.81,95,93.0,2020-01-01,2020-01
Berlin,January,2020,97,Medium,46.0,96.0,8.34,77,61.0,2020-01-01,2020-01
Montreal,January,2020,84,Medium,45.0,80.0,7.87,60,85.0,2020-01-01,2020-01
Dublin,January,2020,69,Low,18.0,78.0,6.26,121,87.0,2020-01-01,2020-01
Tokyo,January,2020,65,High,45.0,61.0,8.11,54,73.0,2020-01-01,2020-01
Stockholm,February,2020,64,Low,83.0,83.0,10.0,82,65.0,2020-02-01,2020-02
Lisbon,February,2020,64,Low,50.0,114.0,6.38,84,73.0,2020-02-01,2020-02
Vienna,February,2020,78,High,33.0,149.0,5.19,54,84.0,2020-02-01,2020-02
Oslo,February,2020,69,Medium,48.0,55.0,8.64,86,72.0,2020-02-01,2020-02
Tokyo,February,2020,46,High,24.0,87.0,6.51,75,95.0,2020-02-01,2020-02
Montreal,February,2020,64,Low,51.0,93.0,7.01,126,74.0,2020-02-01,2020-02
Berlin,February,2020,61,Medium,22.0,75.0,6.33,124,76.0,2020-02-01,2020-02
Vienna,February,2020,63,Medium,48.0,89.0,7.47,130,97.0,2020-02-01,2020-02
London,February,2020,64,Medium,53.0,98.0,9.26,110,84.0,2020-02-01,2020-02
Melbourne,February,2020,51,Medium,42.0,80.0,7.56,109,91.0,2020-02-01,2020-02
Dublin,February,2020,69,Low,24.0,46.0,9.01,50,97.0,2020-02-01,2020-02
New York,February,2020,67,Medium,31.0,115.0,6.41,90,67.0,2020-02-01,2020-02
Paris,February,2020,75,Very High,72.0,89.0,8.16,128,69.0,2020-02-01,2020-02
Copenhagen,February,2020,82,High,83.0,149.0,6.75,117,65.0,2020-02-01,2020-02
Sydney,February,2020,78,High,63.0,103.0,6.72,119,61.0,2020-02-01,2020-02
Rome,February,2020,82,Low,47.0,129.0,6.92,94,98.0,2020-02-01,2020-02
Zurich,February,2020,71,Low,51.0,144.0,8.19,128,81.0,2020-02-01,2020-02
San Francisco,February,2020,75,Medium,67.0,40.0,10.0,100,80.0,2020-02-01,2020-02
Auckland,February,2020,51,Medium,77.0,94.0,8.82,64,95.0,2020-02-01,2020-02
Helsinki,February,2020,56,Low,57.0,137.0,6.96,107,100.0,2020-02-01,2020-02
San Francisco,February,2020,66,Medium,13.0,66.0,6.62,62,66.0,2020-02-01,2020-02
Barcelona,February,2020,46,Low,83.0,122.0,8.82,104,73.0,2020-02-01,2020-02
Warsaw,February,2020,68,High,83.0,51.0,8.81,53,91.0,2020-02-01,2020-02
Tokyo,March,2020,52,High,11.0,131.0,6.03,53,92.0,2020-03-01,2020-03
Sydney,March,2020,48,Low,36.0,50.0,10.0,74,75.0,2020-03-01,2020-03
London,March,2020,66,High,27.0,41.0,9.58,128,76.0,2020-03-01,2020-03
Helsinki,March,2020,46,Medium,77.0,54.0,10.0,62,68.0,2020-03-01,2020-03
Zurich,March,2020,76,Medium,83.0,117.0,8.75,99,71.0,2020-03-01,2020-03
Dublin,March,2020,117,Medium,76.0,105.0,7.43,108,78.0,2020-03-01,2020-03
San Francisco,March,2020,63,Medium,23.0,76.0,7.64,70,61.0,2020-03-01,2020-03
Auckland,March,2020,68,Medium,22.0,70.0,6.23,110,65.0,2020-03-01,2020-03
Lisbon,March,2020,57,Low,36.0,87.0,7.02,98,67.0,2020-03-01,2020-03
Barcelona,March,2020,50,High,73.0,100.0,10.0,67,93.0,2020-03-01,2020-03
Rome,March,2020,52,Medium,77.0,63.0,10.0,102,73.0,2020-03-01,2020-03
Oslo,March,2020,61,Medium,14.0,118.0,7.51,73,62.0,2020-03-01,2020-03
Paris,March,2020,68,Low,54.0,68.0,7.59,89,84.0,2020-03-01,2020-03
Warsaw,March,2020,51,Medium,26.0,147.0,6.76,115,95.0,2020-03-01,2020-03
Vienna,March,2020,82,Medium,59.0,122.0,8.93,93,100.0,2020-03-01,2020-03
Copenhagen,March,2020,56,Medium,40.0,57.0,7.45,85,76.0,2020-03-01,2020-03
Stockholm,March,2020,76,High,32.0,68.0,6.69,116,81.0,2020-03-01,2020-03
Berlin,March,2020,81,High,32.0,145.0,6.88,62,79.0,2020-03-01,2020-03
Melbourne,March,2020,57,Low,85.0,53.0,10.0,103,94.0,2020-03-01,2020-03
Montreal,March,2020,73,Very High,12.0,133.0,4.2,56,71.0,2020-03-01,2020-03
Toronto,March,2020,47,Very High,73.0,119.0,7.67,63,74.0,2020-03-01,2020-03
New York,March,2020,73,Low,16.0,106.0,5.9,84,83.0,2020-03-01,2020-03
Zurich,April,2020,85,High,10.0,120.0,5.68,103,72.0,2020-04-01,2020-04
San Francisco,April,2020,85,Low,83.0,110.0,7.19,115,70.0,2020-04-01,2020-04
Copenhagen,April,2020,54,Low,41.0,142.0,8.4,97,61.0,2020-04-01,2020-04
London,April,2020,57,Low,40.0,74.0,8.18,116,77.0,2020-04-01,2020-04
Melbourne,April,2020,52,Medium,39.0,99.0,7.54,72,80.0,2020-04-01,2020-04
Rome,April,2020,73,Low,23.0,133.0,6.04,62,91.0,2020-04-01,2020-04
Paris,April,2020,84,Low,55.0,112.0,7.4,95,70.0,2020-04-01,2020-04
Zurich,April,2020,53,Low,43.0,56.0,9.71,53,88.0,2020-04-01,2020-04
Vienna,April,2020,73,Low,70.0,67.0,10.0,117,64.0,2020-04-01,2020-04
Lisbon,April,2020,65,Low,72.0,75.0,8.7,76,92.0,2020-04-01,2020-04
Montreal,April,2020,53,Low,20.0,30.0,10.0,90,96.0,2020-04-01,2020-04
Helsinki,April,2020,75,Low,77.0,136.0,9.01,95,95.0,2020-04-01,2020-04
Oslo,April,2020,84,Very High,12.0,136.0,4.25,74,71.0,2020-04-01,2020-04
Barcelona,April,2020,69,Medium,72.0,102.0,9.7,53,74.0,2020-04-01,2020-04
Prague,April,2020,65,Medium,72.0,138.0,9.45,94,60.0,2020-04-01,2020-04
Auckland,April,2020,72,Medium,52.0,82.0,7.09,56,98.0,2020-04-01,2020-04
Berlin,April,2020,59,Very High,65.0,141.0,7.66,127,100.0,2020-04-01,2020-04
Stockholm,April,2020,80,Medium,73.0,37.0,10.0,130,75.0,2020-04-01,2020-04
Toronto,April,2020,76,High,44.0,71.0,8.84,72,72.0,2020-04-01,2020-04
New York,April,2020,67,Medium,24.0,138.0,7.39,123,76.0,2020-04-01,2020-04
Dublin,April,2020,52,Low,14.0,69.0,8.23,123,73.0,2020-04-01,2020-04
Warsaw,April,2020,80,Medium,78.0,91.0,7.61,93,82.0,2020-04-01,2020-04
Barcelona,April,2020,49,Low,20.0,63.0,6.85,58,88.0,2020-04-01,2020-04
Tokyo,April,2020,81,High,53.0,30.0,10.0,88,78.0,2020-04-01,2020-04
Sydney,April,2020,55,Low,40.0,111.0,7.12,58,99.0,2020-04-01,2020-04
Berlin,May,2020,59,Low,66.0,86.0,7.81,97,65.0,2020-05-01,2020-05
Vienna,May,2020,63,High,38.0,71.0,9.63,91,97.0,2020-05-01,2020-05
San Francisco,May,2020,63,Medium,39.0,75.0,6.86,69,90.0,2020-05-01,2020-05
New York,May,2020,49,Medium,25.0,83.0,9.31,80,93.0,2020-05-01,2020-05
Toronto,May,2020,70,Very High,55.0,84.0,7.25,115,82.0,2020-05-01,2020-05
Oslo,May,2020,66,Medium,31.0,74.0,7.99,114,96.0,2020-05-01,2020-05
Paris,May,2020,80,Medium,13.0,139.0,6.03,72,81.0,2020-05-01,2020-05
Lisbon,May,2020,72,Low,22.0,69.0,8.27,88,65.0,2020-05-01,2020-05
Stockholm,May,2020,82,High,30.0,81.0,6.07,102,86.0,2020-05-01,2020-05
Barcelona,May,2020,60,Medium,39.0,42.0,10.0,57,74.0,2020-05-01,2020-05
Warsaw,May,2020,46,Low,40.0,34.0,10.0,103,91.0,2020-05-01,2020-05
Dublin,May,2020,56,Medium,38.0,36.0,9.26,100,70.0,2020-05-01,2020-05
Sydney,May,2020,53,Low,65.0,125.0,7.57,119,92.0,2020-05-01,2020-05
Prague,May,2020,66,Medium,26.0,89.0,6.79,73,66.0,2020-05-01,2020-05
Helsinki,May,2020,48,Very High,76.0,45.0,9.95,92,78.0,2020-05-01,2020-05
Auckland,May,2020,59,Medium,81.0,127.0,9.36,121,99.0,2020-05-01,2020-05
Berlin,May,2020,70,Medium,38.0,116.0,6.47,126,65.0,2020-05-01,2020-05
Zurich,May,2020,62,Medium,24.0,102.0,6.35,123,84.0,2020-05-01,2020-05
London,May,2020,79,Very High,47.0,117.0,6.02,76,97.0,2020-05-01,2020-05
Rome,May,2020,58,Low,50.0,35.0,9.44,86,85.0,2020-05-01,2020-05
Tokyo,May,2020,51,Medium,67.0,84.0,10.0,65,68.0,2020-05-01,2020-05
Melbourne,May,2020,52,High,79.0,84.0,9.64,57,91.0,2020-05-01,2020-05
Oslo,June,2020,59,Low,21.0,84.0,6.23,76,72.0,2020-06-01,2020-06
Oslo,June,2020,80,Very High,38.0,127.0,6.38,85,71.0,2020-06-01,2020-06
Toronto,June,2020,47,High,81.0,144.0,8.67,103,75.0,2020-06-01,2020-06
Lisbon,June,2020,45,Very High,15.0,61.0,6.71,69,90.0,2020-06-01,2020-06
Zurich,June,2020,49,Very High,28.0,87.0,7.65,107,74.0,2020-06-01,2020-06
Tokyo,June,2020,69,Medium,43.0,48.0,9.76,74,98.0,2020-06-01,2020-06
Prague,June,2020,66,Medium,39.0,126.0,7.29,62,75.0,2020-06-01,2020-06
Helsinki,June,2020,77,Very High,83.0,96.0,10.0,129,67.0,2020-06-01,2020-06
Rome,June,2020,73,Low,13.0,35.0,7.6,99,77.0,2020-06-01,2020-06
Dublin,June,2020,57,Very High,77.0,66.0,10.0,120,68.0,2020-06-01,2020-06
San Francisco,June,2020,84,Medium,18.0,121.0,6.15,76,80.0,2020-06-01,2020-06
New York,June,2020,79,Medium,81.0,131.0,7.7,51,95.0,2020-06-01,2020-06
Berlin,June,2020,53,Low,61.0,81.0,9.44,111,91.0,2020-06-01,2020-06
Paris,June,2020,56,High,42.0,81.0,9.15,118,60.0,2020-06-01,2020-06
Barcelona,June,2020,82,Very High,50.0,119.0,8.51,95,96.0,2020-06-01,2020-06
Warsaw,June,2020,51,Very High,18.0,119.0,6.04,125,74.0,2020-06-01,2020-06
Sydney,June,2020,74,Medium,62.0,138.0,7.8,74,70.0,2020-06-01,2020-06
Stockholm,June,2020,71,High,83.0,76.0,8.17,117,66.0,2020-06-01,2020-06
London,June,2020,68,Low,53.0,112.0,7.36,111,96.0,2020-06-01,2020-06
Warsaw,June,2020,65,Medium,20.0,147.0,6.6,300,71.0,2020-06-01,2020-06
Vienna,June,2020,62,High,52.0,36.0,10.0,113,87.0,2020-06-01,2020-06
Melbourne,June,2020,56,High,79.0,114.0,8.88,94,70.0,2020-06-01,2020-06
Montreal,June,2020,83,Medium,66.0,138.0,7.82,95,97.0,2020-06-01,2020-06
Copenhagen,June,2020,73,Very High,40.0,140.0,7.58,102,77.0,2020-06-01,2020-06
Dublin,July,2020,54,Very High,83.0,119.0,10.0,75,60.0,2020-07-01,2020-07
Berlin,July,2020,52,Medium,65.0,148.0,8.36,104,72.0,2020-07-01,2020-07
Prague,July,2020,69,Medium,43.0,85.0,7.94,94,63.0,2020-07-01,2020-07
New York,July,2020,77,Medium,37.0,123.0,7.27,115,66.0,2020-07-01,2020-07
London,July,2020,61,Low,47.0,54.0,8.42,108,95.0,2020-07-01,2020-07
Montreal,July,2020,56,High,50.0,57.0,9.58,94,97.0,2020-07-01,2020-07
Montreal,July,2020,64,High,60.0,116.0,7.49,51,97.0,2020-07-01,2020-07
Lisbon,July,2020,54,High,30.0,52.0,7.13,73,67.0,2020-07-01,2020-07
Vienna,July,2020,74,Medium,82.0,142.0,9.32,111,100.0,2020-07-01,2020-07
Rome,July,2020,68,Very High,60.0,49.0,9.09,80,97.0,2020-07-01,2020-07
Sydney,July,2020,62,Medium,80.0,135.0,7.4,71,93.0,2020-07-01,2020-07
San Francisco,July,2020,84,Low,56.0,34.0,10.0,118,68.0,2020-07-01,2020-07
Melbourne,July,2020,49,High,23.0,81.0,8.03,72,96.0,2020-07-01,2020-07
Helsinki,July,2020,66,Low,17.0,100.0,6.89,57,64.0,2020-07-01,2020-07
Oslo,July,2020,65,Low,39.0,73.0,7.35,84,85.0,2020-07-01,2020-07
Warsaw,July,2020,58,Low,73.0,89.0,10.0,130,61.0,2020-07-01,2020-07
Auckland,July,2020,48,Medium,51.0,102.0,9.05,129,65.0,2020-07-01,2020-07
Paris,July,2020,57,Very High,20.0,91.0,7.32,61,97.0,2020-07-01,2020-07
Helsinki,July,2020,60,High,82.0,89.0,8.31,59,88.0,2020-07-01,2020-07
Zurich,July,2020,46,Low,29.0,112.0,9.03,61,87.0,2020-07-01,2020-07
Barcelona,July,2020,46,Very High,14.0,59.0,6.89,50,99.0,2020-07-01,2020-07
Copenhagen,July,2020,49,Medium,22.0,119.0,6.89,127,95.0,2020-07-01,2020-07
Tokyo,July,2020,80,High,58.0,34.0,9.08,103,83.0,2020-07-01,2020-07
Warsaw,August,2020,51,Very High,76.0,91.0,9.48,84,79.0,2020-08-01,2020-08
Barcelona,August,2020,78,High,85.0,48.0,9.61,59,85.0,2020-08-01,2020-08
Vienna,August,2020,71,High,22.0,52.0,7.18,126,71.0,2020-08-01,2020-08
Paris,August,2020,76,Low,11.0,66.0,6.93,104,72.0,2020-08-01,2020-08
Prague,August,2020,47,High,20.0,126.0,5.61,130,74.0,2020-08-01,2020-08
Toronto,August,2020,73,High,28.0,84.0,7.41,89,84.0,2020-08-01,2020-08
Zurich,August,2020,70,Medium,64.0,39.0,8.34,98,65.0,2020-08-01,2020-08
New York,August,2020,82,Medium,58.0,105.0,8.07,89,85.0,2020-08-01,2020-08
Auckland,August,2020,76,Medium,65.0,116.0,6.66,89,85.0,2020-08-01,2020-08
Oslo,August,2020,72,High,38.0,39.0,7.36,112,100.0,2020-08-01,2020-08
Montreal,August,2020,84,Low,46.0,99.0,7.69,78,81.0,2020-08-01,2020-08
Melbourne,August,2020,63,Very High,44.0,109.0,6.3,52,68.0,2020-08-01,2020-08
San Francisco,August,2020,54,Low,67.0,60.0,10.0,117,72.0,2020-08-01,2020-08
Lisbon,August,2020,75,Medium,13.0,72.0,7.62,68,62.0,2020-08-01,2020-08
Dublin,August,2020,75,Very High,31.0,42.0,8.43,56,92.0,2020-08-01,2020-08
Sydney,August,2020,72,High,52.0,133.0,6.22,68,80.0,2020-08-01,2020-08
Rome,August,2020,76,High,55.0,106.0,8.64,66,94.0,2020-08-01,2020-08
Tokyo,August,2020,63,Low,65.0,49.0,9.58,114,75.0,2020-08-01,2020-08
Helsinki,August,2020,80,High,63.0,108.0,7.95,66,62.0,2020-08-01,2020-08
London,August,2020,53,Low,23.0,79.0,6.46,96,63.0,2020-08-01,2020-08
Stockholm,August,2020,47,High,14.0,137.0,5.37,115,92.0,2020-08-01,2020-08
Montreal,September,2020,49,Medium,82.0,35.0,9.65,102,96.0,2020-09-01,2020-09
Copenhagen,September,2020,56,Medium,67.0,124.0,8.12,91,72.0,2020-09-01,2020-09
Tokyo,September,2020,72,Medium,45.0,142.0,5.74,95,98.0,2020-09-01,2020-09
Prague,September,2020,61,Very High,62.0,108.0,7.09,105,81.0,2020-09-01,2020-09
Auckland,September,2020,53,High,47.0,125.0,9.0,79,82.0,2020-09-01,2020-09
London,September,2020,100,Low,64.0,144.0,5.87,129,78.0,2020-09-01,2020-09
Oslo,September,2020,73,Very High,16.0,78.0,7.94,94,76.0,2020-09-01,2020-09
Helsinki,September,2020,57,Medium,47.0,37.0,8.21,98,61.0,2020-09-01,2020-09
Lisbon,September,2020,74,Low,63.0,44.0,7.92,118,98.0,2020-09-01,2020-09
Vienna,September,2020,85,Medium,15.0,80.0,5.75,51,80.0,2020-09-01,2020-09
Sydney,September,2020,71,High,58.0,105.0,8.2,116,67.0,2020-09-01,2020-09
Stockholm,September,2020,75,High,32.0,74.0,6.45,84,85.0,2020-09-01,2020-09
Paris,September,2020,65,Low,41.0,56.0,8.31,58,87.0,2020-09-01,2020-09
Zurich,September,2020,64,Low,60.0,73.0,8.89,103,85.0,2020-09-01,2020-09
New York,September,2020,46,High,16.0,103.0,7.14,64,98.0,2020-09-01,2020-09
San Francisco,September,2020,54,Low,83.0,85.0,9.75,121,98.0,2020-09-01,2020-09
Melbourne,September,2020,61,High,79.0,122.0,8.4,87,79.0,2020-09-01,2020-09
Rome,September,2020,74,Medium,10.0,54.0,7.44,89,100.0,2020-09-01,2020-09
Barcelona,September,2020,80,High,72.0,52.0,10.0,128,74.0,2020-09-01,2020-09
Dublin,September,2020,56,Medium,40.0,68.0,9.65,98,65.0,2020-09-01,2020-09
Warsaw,September,2020,53,Low,17.0,150.0,7.34,127,74.0,2020-09-01,2020-09
Berlin,September,2020,58,Very High,24.0,90.0,7.57,77,93.0,2020-09-01,2020-09
Toronto,September,2020,48,High,35.0,84.0,7.95,113,76.0,2020-09-01,2020-09
Prague,September,2020,71,Medium,38.0,119.0,6.11,73,66.0,2020-09-01,2020-09
Stockholm,October,2020,75,Medium,74.0,105.0,8.11,50,62.0,2020-10-01,2020-10
Melbourne,October,2020,47,High,67.0,94.0,9.52,106,71.0,2020-10-01,2020-10
Dublin,October,2020,77,High,20.0,112.0,6.83,125,96.0,2020-10-01,2020-10
Zurich,October,2020,84,High,17.0,85.0,5.85,69,63.0,2020-10-01,2020-10
London,October,2020,59,Medium,47.0,104.0,7.13,99,80.0,2020-10-01,2020-10
Barcelona,October,2020,47,Medium,83.0,128.0,9.55,90,99.0,2020-10-01,2020-10
Vienna,October,2020,63,Medium,32.0,116.0,7.55,125,87.0,2020-10-01,2020-10
New York,October,2020,71,Low,30.0,40.0,7.94,87,70.0,2020-10-01,2020-10
Prague,October,2020,55,Very High,50.0,77.0,7.4,82,71.0,2020-10-01,2020-10
Rome,October,2020,49,Very High,82.0,128.0,10.0,84,61.0,2020-10-01,2020-10
Warsaw,October,2020,83,Low,14.0,91.0,7.69,79,80.0,2020-10-01,2020-10
Toronto,October,2020,52,Low,20.0,47.0,7.97,86,60.0,2020-10-01,2020-10
San Francisco,October,2020,60,High,81.0,116.0,7.81,50,77.0,2020-10-01,2020-10
Sydney,October,2020,56,High,27.0,101.0,7.55,78,74.0,2020-10-01,2020-10
Montreal,October,2020,75,Medium,17.0,79.0,7.39,80,92.0,2020-10-01,2020-10
Copenhagen,October,2020,59,High,12.0,112.0,6.82,109,70.0,2020-10-01,2020-10
Helsinki,October,2020,68,Medium,66.0,108.0,7.22,93,63.0,2020-10-01,2020-10
Lisbon,October,2020,81,Medium,22.0,125.0,4.7,78,69.0,2020-10-01,2020-10
Toronto,October,2020,82,Very High,24.0,39.0,9.01,74,76.0,2020-10-01,2020-10
Paris,October,2020,85,Low,68.0,108.0,9.03,104,81.0,2020-10-01,2020-10
Tokyo,October,2020,82,Very High,47.0,35.0,8.46,94,92.0,2020-10-01,2020-10
Oslo,October,2020,50,High,18.0,68.0,6.54,116,96.0,2020-10-01,2020-10
Berlin,October,2020,57,High,77.0,51.0,8.88,129,89.0,2020-10-01,2020-10
Rome,November,2020,68,High,39.0,129.0,8.36,69,61.0,2020-11-01,2020-11
Toronto,November,2020,78,Low,41.0,117.0,7.82,94,80.0,2020-11-01,2020-11
Toronto,November,2020,66,Medium,39.0,48.0,9.19,66,61.0,2020-11-01,2020-11
Auckland,November,2020,54,High,49.0,89.0,7.32,101,100.0,2020-11-01,2020-11
Melbourne,November,2020,84,Medium,67.0,129.0,7.68,130,89.0,2020-11-01,2020-11
Sydney,November,2020,78,High,72.0,120.0,9.0,113,63.0,2020-11-01,2020-11
New York,November,2020,68,Medium,68.0,86.0,9.02,112,96.0,2020-11-01,2020-11
Stockholm,November,2020,60,Very High,85.0,32.0,10.0,57,92.0,2020-11-01,2020-11
Stockholm,November,2020,69,Low,38.0,46.0,7.7,82,83.0,2020-11-01,2020-11
Dublin,November,2020,79,Medium,48.0,42.0,8.8,52,94.0,2020-11-01,2020-11
Oslo,November,2020,80,Low,76.0,35.0,10.0,87,83.0,2020-11-01,2020-11
Auckland,November,2020,64,Low,85.0,40.0,10.0,78,70.0,2020-11-01,2020-11
Warsaw,November,2020,73,High,43.0,85.0,9.32,118,88.0,2020-11-01,2020-11
Montreal,November,2020,105,High,84.0,77.0,7.19,108,70.0,2020-11-01,2020-11
Barcelona,November,2020,85,High,31.0,41.0,8.45,92,76.0,2020-11-01,2020-11
Lisbon,November,2020,74,Very High,33.0,68.0,6.64,116,77.0,2020-11-01,2020-11
Vienna,November,2020,54,Low,54.0,45.0,8.91,58,73.0,2020-11-01,2020-11
Zurich,November,2020,69,Low,12.0,137.0,6.68,92,89.0,2020-11-01,2020-11
Paris,November,2020,49,High,84.0,61.0,9.27,83,80.0,2020-11-01,2020-11
Berlin,November,2020,59,Very High,12.0,143.0,5.8,115,66.0,2020-11-01,2020-11
Prague,November,2020,81,Very High,11.0,149.0,6.06,127,75.0,2020-11-01,2020-11
Copenhagen,November,2020,74,Very High,11.0,85.0,7.61,113,73.0,2020-11-01,2020-11
Tokyo,November,2020,59,Medium,16.0,129.0,7.12,70,73.0,2020-11-01,2020-11
London,November,2020,84,Very High,41.0,58.0,7.18,72,77.0,2020-11-01,2020-11
Berlin,December,2020,66,Low,12.0,148.0,4.95,70,82.0,2020-12-01,2020-12
Stockholm,December,2020,59,High,43.0,35.0,8.57,105,69.0,2020-12-01,2020-12
Vienna,December,2020,61,Low,67.0,93.0,8.94,66,81.0,2020-12-01,2020-12
Barcelona,December,2020,76,High,66.0,51.0,10.0,94,66.0,2020-12-01,2020-12
Paris,December,2020,53,Very High,52.0,32.0,9.58,62,69.0,2020-12-01,2020-12
Toronto,December,2020,63,Low,55.0,77.0,8.16,127,80.0,2020-12-01,2020-12
Melbourne,December,2020,81,High,29.0,46.0,7.88,54,94.0,2020-12-01,2020-12
Rome,December,2020,49,High,85.0,120.0,10.0,114,93.0,2020-12-01,2020-12
San Francisco,December,2020,46,High,47.0,89.0,9.36,102,86.0,2020-12-01,2020-12
New York,December,2020,83,High,66.0,89.0,8.49,130,68.0,2020-12-01,2020-12
Copenhagen,December,2020,57,Medium,37.0,66.0,7.74,102,61.0,2020-12-01,2020-12
Helsinki,December,2020,61,Low,71.0,114.0,9.81,76,82.0,2020-12-01,2020-12
Tokyo,December,2020,66,Very High,29.0,30.0,7.43,114,82.0,2020-12-01,2020-12
Prague,December,2020,84,Very High,17.0,34.0,8.09,119,68.0,2020-12-01,2020-12
Dublin,December,2020,83,Medium,36.0,144.0,4.96,50,80.0,2020-12-01,2020-12
Montreal,December,2020,63,Low,50.0,145.0,6.27,118,97.0,2020-12-01,2020-12
Lisbon,December,2020,56,Medium,59.0,131.0,7.53,54,75.0,2020-12-01,2020-12
Prague,December,2020,74,High,14.0,98.0,7.63,51,72.0,2020-12-01,2020-12
Copenhagen,December,2020,68,High,40.0,79.0,7.65,65,75.0,2020-12-01,2020-12
London,December,2020,73,Medium,22.0,82.0,7.85,99,84.0,2020-12-01,2020-12
Sydney,December,2020,68,High,67.0,113.0,7.04,108,95.0,2020-12-01,2020-12
Auckland,December,2020,56,High,28.0,48.0,9.24,59,100.0,2020-12-01,2020-12
Tokyo,January,2021,45,Low,10.0,130.0,6.91,92,94.0,2021-01-01,2021-01
Rome,January,2021,65,High,31.0,110.0,7.96,98,66.0,2021-01-01,2021-01
Zurich,January,2021,48,Very High,16.0,45.0,7.16,108,96.0,2021-01-01,2021-01
Dublin,January,2021,55,Medium,25.0,76.0,7.89,50,62.0,2021-01-01,2021-01
San Francisco,January,2021,80,Low,41.0,47.0,8.17,91,95.0,2021-01-01,2021-01
Prague,January,2021,78,High,37.0,59.0,9.01,117,79.0,2021-01-01,2021-01
Copenhagen,January,2021,70,Medium,11.0,141.0,4.31,99,98.0,2021-01-01,2021-01
Rome,January,2021,81,Medium,47.0,91.0,9.04,103,90.0,2021-01-01,2021-01
Berlin,January,2021,80,Medium,59.0,134.0,6.04,78,85.0,2021-01-01,2021-01
Melbourne,January,2021,68,High,44.0,114.0,7.31,99,99.0,2021-01-01,2021-01
London,January,2021,73,Medium,12.0,108.0,6.73,97,64.0,2021-01-01,2021-01
Montreal,January,2021,81,Low,22.0,124.0,4.49,103,62.0,2021-01-01,2021-01
Lisbon,January,2021,61,Medium,83.0,57.0,9.86,65,92.0,2021-01-01,2021-01
Helsinki,January,2021,79,Medium,41.0,64.0,8.36,56,86.0,2021-01-01,2021-01
Barcelona,January,2021,51,Low,14.0,70.0,7.77,71,70.0,2021-01-01,2021-01
Oslo,January,2021,81,Medium,63.0,139.0,7.75,60,92.0,2021-01-01,2021-01
Auckland,January,2021,73,Very High,51.0,110.0,7.21,106,77.0,2021-01-01,2021-01
Warsaw,January,2021,85,High,13.0,143.0,4.77,54,100.0,2021-01-01,2021-01
New York,January,2021,61,Medium,52.0,97.0,9.09,62,73.0,2021-01-01,2021-01
Stockholm,January,2021,46,Low,71.0,103.0,10.0,95,73.0,2021-01-01,2021-01
Sydney,January,2021,83,High,71.0,63.0,8.69,103,70.0,2021-01-01,2021-01
Oslo,February,2021,71,High,15.0,126.0,5.96,71,99.0,2021-02-01,2021-02
Berlin,February,2021,83,High,40.0,84.0,7.98,119,68.0,2021-02-01,2021-02
Dublin,February,2021,77,Medium,76.0,75.0,8.29,62,62.0,2021-02-01,2021-02
Warsaw,February,2021,48,High,65.0,96.0,8.5,87,78.0,2021-02-01,2021-02
Copenhagen,February,2021,64,Low,47.0,94.0,7.24,97,95.0,2021-02-01,2021-02
Auckland,February,2021,82,Low,21.0,94.0,5.96,55,96.0,2021-02-01,2021-02
San Francisco,February,2021,66,Medium,49.0,81.0,7.12,75,62.0,2021-02-01,2021-02
